Concurso;Data_concurso;Dezena_01;Dezena_02;Dezena_03;Dezena_04;Dezena_05;Dezena_06;
2068;14/08/2018;03;05;09;40;42;47;
2069;16/08/2018;03;17;34;35;40;48;
2070;18/08/2018;05;26;27;34;42;48;
2071;22/08/2018;24;33;34;35;46;60;
2072;25/08/2018;10;12;13;20;22;54;
2073;29/08/2018;12;15;18;30;52;55;
2074;01/09/2018;08;18;23;37;42;58;
2075;05/09/2018;07;09;23;33;57;59;
2076;08/09/2018;05;06;12;15;22;43;
2077;12/09/2018;13;16;26;35;37;39;
2078;15/09/2018;02;11;15;30;36;39;
2079;18/09/2018;01;02;14;37;55;58;
2080;20/09/2018;10;22;40;46;55;58;
2081;22/09/2018;13;18;35;40;41;42;
2082;26/09/2018;06;25;33;42;48;49;
2083;29/09/2018;01;18;19;33;56;60;
2084;03/10/2018;07;20;26;37;38;39;
2085;06/10/2018;12;21;25;37;38;49;
2086;10/10/2018;04;35;43;46;47;53;
2087;13/10/2018;02;18;19;23;34;53;
2088;17/10/2018;03;14;24;27;38;56;
2088;17/10/2018;03;14;24;27;38;56;
2090;23/10/2018;08;11;18;37;40;51;
2091;25/10/2018;10;11;12;37;38;59;
2092;27/10/2018;11;13;15;17;22;27;
2093;31/10/2018;08;14;27;34;52;54;
2094;03/11/2018;04;16;19;31;33;44;
2095;07/11/2018;16;29;35;43;49;56;
2096;10/11/2018;06;11;13;19;24;51;
2097;14/11/2018;09;24;28;45;49;51;
2098;17/11/2018;02;08;18;27;38;60;
2099;21/11/2018;05;15;20;27;30;58;
2100;24/11/2018;01;10;11;13;35;49;
2101;28/11/2018;02;08;18;37;56;58;
2102;01/12/2018;04;06;17;34;51;57;
2103;04/12/2018;03;13;40;44;46;50;
2104;06/12/2018;02;10;12;27;45;56;
2105;08/12/2018;11;13;16;24;31;46;
2106;12/12/2018;03;27;36;39;40;43;
2107;15/12/2018;08;38;44;50;56;60;
2108;18/12/2018;19;22;29;41;44;59;
2109;20/12/2018;04;12;16;34;44;49;
2110;31/12/2018;05;10;12;18;25;33;
2111;02/01/2019;01;41;44;46;54;58;
2112;05/01/2019;17;39;43;46;52;53;
2113;09/01/2019;11;14;21;25;46;50;
2114;12/01/2019;17;25;30;35;42;57;
2115;15/01/2019;04;19;27;35;40;44;
2116;17/01/2019;01;09;19;21;34;54;
2117;19/01/2019;04;28;29;30;43;52;
2118;23/01/2019;11;12;20;40;41;46;
2119;26/01/2019;19;21;26;31;42;49;
2120;30/01/2019;13;20;24;25;38;41;
2121;02/02/2019;08;10;17;29;37;40;
2122;06/02/2019;03;11;15;21;27;49;
2123;09/02/2019;14;15;47;50;56;59;
2124;13/02/2019;02;11;20;31;43;47;
2125;16/02/2019;01;31;44;46;53;58;
2126;20/02/2019;07;12;24;27;39;58;
2127;23/02/2019;01;07;28;30;44;46;
2128;26/02/2019;11;16;24;46;54;55;
2129;28/02/2019;06;12;31;32;46;60;
2130;02/03/2019;13;16;36;53;54;55;
2131;06/03/2019;02;03;06;18;20;28;
2132;09/03/2019;05;18;30;35;39;60;
2133;13/03/2019;19;20;26;51;52;57;
2134;16/03/2019;06;21;34;46;54;59;
2135;20/03/2019;09;23;28;40;48;59;
2136;23/03/2019;01;08;11;22;30;35;
2137;27/03/2019;01;02;11;12;34;49;
2138;30/03/2019;04;13;14;21;30;34;
2139;03/04/2019;14;23;29;41;57;58;
2140;06/04/2019;17;20;26;36;42;54;
2141;10/04/2019;10;11;17;19;37;41;
2142;13/04/2019;07;40;44;50;52;57;
2143;17/04/2019;02;12;35;51;57;58;
2144;20/04/2019;07;16;21;33;55;60;
2145;24/04/2019;06;08;28;51;53;59;
2146;27/04/2019;16;18;31;39;42;44;
2147;02/05/2019;17;19;37;41;42;49;
2148;04/05/2019;08;15;32;33;58;59;
2149;08/05/2019;21;23;37;44;46;48;
2150;11/05/2019;23;24;26;38;42;49;
2151;15/05/2019;02;14;18;29;36;38;
2152;18/05/2019;26;29;36;49;50;59;
2153;22/05/2019;08;13;28;31;32;33;
2154;25/05/2019;07;25;41;47;50;53;
2155;29/05/2019;02;06;27;37;44;47;
2156;01/06/2019;01;06;23;26;39;49;
2157;05/06/2019;31;33;34;35;39;48;
2158;08/06/2019;09;27;35;45;46;59;
2159;12/06/2019;14;26;35;38;45;53;
2160;15/06/2019;01;19;46;47;49;53;
2161;19/06/2019;08;09;10;24;42;44;
2162;22/06/2019;11;16;22;30;34;42;
2163;26/06/2019;08;18;20;24;36;45;
2164;29/06/2019;16;17;25;47;48;58;
2165;03/07/2019;05;37;43;49;54;56;
2166;06/07/2019;03;19;34;44;56;58;
2167;09/07/2019;27;37;38;43;45;54;
2168;11/07/2019;01;04;25;27;29;37;
2169;13/07/2019;07;34;45;51;54;59;
2170;17/07/2019;10;21;24;36;38;51;
2171;20/07/2019;12;13;19;36;44;55;
2172;24/07/2019;09;24;28;37;43;57;
2173;27/07/2019;02;09;42;44;48;50;
2174;31/07/2019;10;15;34;36;56;60;
2175;03/08/2019;07;25;32;43;53;55;
2176;06/08/2019;08;23;25;39;43;44;
2177;08/08/2019;09;11;14;31;48;51;
2178;10/08/2019;02;16;21;42;50;56;
2179;14/08/2019;02;13;24;35;50;54;
2180;17/08/2019;10;12;16;21;28;38;
2181;21/08/2019;01;08;19;33;36;48;
2182;24/08/2019;19;22;39;46;47;59;
2183;28/08/2019;13;26;30;34;43;51;
2184;31/08/2019;15;36;45;51;52;59;
2185;04/09/2019;09;18;19;22;42;47;
2186;09/09/2019;12;18;19;27;41;46;
2187;11/09/2019;10;11;16;21;46;50;
2188;14/09/2019;02;17;21;28;51;60;
2189;18/09/2019;04;11;16;22;29;33;
2190;21/09/2019;05;09;20;25;35;53;
2191;24/09/2019;04;08;26;33;46;53;
2192;26/09/2019;07;16;37;53;57;59;
2193;28/09/2019;07;08;22;27;29;42;
2193;28/09/2019;07;08;22;27;29;42;
2193;28/09/2019;07;08;22;27;29;42;
2196;09/10/2019;01;25;27;28;41;56;
2197;14/10/2019;03;11;29;35;44;57;
2198;16/10/2019;01;11;34;36;44;56;
2195;05/10/2019;14;24;32;38;46;53;
2200;22/10/2019;11;15;28;36;43;55;
2201;24/10/2019;03;13;23;41;49;53;
2202;26/10/2019;11;29;37;38;43;60;
2203;30/10/2019;17;34;46;49;50;57;
2204;04/11/2019;01;28;29;32;35;56;
2205;06/11/2019;12;21;28;37;42;57;
2206;09/11/2019;06;27;38;42;45;57;
2207;13/11/2019;06;10;11;43;53;55;
2208;16/11/2019;16;25;30;40;45;49;
2209;20/11/2019;22;25;28;32;33;47;
2210;23/11/2019;11;17;24;25;33;34;
2211;27/11/2019;27;36;40;41;44;54;
2212;30/11/2019;23;26;51;52;53;58;
2213;04/12/2019;05;07;10;32;46;60;
2214;07/12/2019;04;10;18;30;34;47;
2215;11/12/2019;01;19;21;23;33;43;
2216;14/12/2019;10;24;42;43;48;49;
2217;17/12/2019;10;14;16;30;32;36;
2218;19/12/2019;06;16;22;38;48;52;
2219;21/12/2019;08;28;36;45;57;59;
2220;31/12/2019;03;35;38;40;57;58;
2221;04/01/2020;05;23;34;45;56;57;
2222;08/01/2020;13;14;29;30;48;59;
2223;11/01/2020;02;26;40;42;49;56;
2224;15/01/2020;16;23;32;50;52;58;
2225;18/01/2020;01;32;37;44;46;47;
2226;21/01/2020;02;04;07;16;30;38;
2227;23/01/2020;06;09;12;27;32;57;
2228;25/01/2020;09;19;23;32;39;45;
2229;29/01/2020;06;11;29;40;41;58;
2230;01/02/2020;07;17;26;39;56;60;
2231;05/02/2020;04;13;25;40;53;57;
2232;08/02/2020;07;08;31;34;38;47;
2233;12/02/2020;04;06;32;35;41;45;
2234;15/02/2020;04;21;27;29;42;47;
2235;19/02/2020;14;18;30;35;55;57;
2236;22/02/2020;07;20;38;43;45;53;
2237;27/02/2020;11;20;27;28;53;60;
2238;29/02/2020;11;36;45;55;57;58;
2239;04/03/2020;07;27;31;39;45;46;
2240;07/03/2020;07;09;10;19;25;58;
2241;10/03/2020;01;13;18;26;40;56;
2242;12/03/2020;05;09;18;24;25;42;
2243;14/03/2020;14;18;28;35;38;54;
2244;18/03/2020;03;05;11;34;37;42;
2245;21/03/2020;11;14;15;18;33;34;
2246;25/03/2020;05;09;24;27;33;46;
2247;28/03/2020;01;42;44;47;48;53;
2248;01/04/2020;09;15;20;29;30;42;
2249;04/04/2020;04;09;31;47;49;53;
2250;08/04/2020;27;33;39;52;57;58;
2251;11/04/2020;05;15;22;26;54;58;
2252;15/04/2020;01;17;30;37;46;50;
2253;18/04/2020;31;32;33;39;52;55;
2254;22/04/2020;04;09;24;44;47;56;
2255;25/04/2020;15;20;39;41;49;57;
2256;29/04/2020;09;10;30;37;47;54;
2257;02/05/2020;18;21;30;31;34;51;
2258;05/05/2020;01;05;07;14;23;26;
2259;07/05/2020;20;27;41;54;56;58;
2260;09/05/2020;12;14;34;35;37;47;
2261;13/05/2020;07;23;26;27;29;51;
2262;16/05/2020;07;08;14;23;30;46;
2263;20/05/2020;09;24;33;43;49;57;
2264;23/05/2020;02;03;08;19;29;37;
2265;27/05/2020;14;20;23;39;46;50;
2266;30/05/2020;10;23;31;37;58;59;
2267;03/06/2020;20;32;33;48;49;53;
2268;06/06/2020;04;13;23;28;30;52;
2269;10/06/2020;01;11;14;23;29;55;
2270;13/06/2020;14;16;38;39;41;48;
2271;17/06/2020;06;10;27;28;41;52;
2272;20/06/2020;02;05;11;24;41;49;
2273;24/06/2020;15;16;20;38;40;58;
2274;27/06/2020;08;11;17;33;40;55;
2275;01/07/2020;02;04;25;36;50;53;
2276;04/07/2020;05;15;18;27;49;57;
2277;08/07/2020;10;22;23;37;53;60;
2278;11/07/2020;08;17;34;37;43;45;
2279;14/07/2020;05;12;14;20;27;28;
2280;16/07/2020;28;29;31;50;58;59;
2281;18/07/2020;14;27;35;40;50;55;
2282;22/07/2020;12;27;30;36;45;52;
2283;25/07/2020;04;24;37;43;59;60;
2284;29/07/2020;04;10;12;14;36;46;
2285;01/08/2020;01;07;10;12;33;42;
2286;05/08/2020;09;21;30;41;42;43;
2287;08/08/2020;02;04;06;29;41;56;
2288;11/08/2020;02;26;35;39;40;56;
2289;13/08/2020;06;09;34;37;38;45;
2290;15/08/2020;05;18;36;44;57;60;
2291;19/08/2020;12;26;31;36;37;49;
2292;22/08/2020;06;16;18;33;42;57;
2293;26/08/2020;01;02;10;37;42;48;
2294;29/08/2020;09;15;20;33;41;43;
2295;02/09/2020;06;13;26;28;35;41;
2296;05/09/2020;01;06;21;29;36;59;
2297;09/09/2020;20;22;35;40;41;59;
2298;12/09/2020;13;17;21;31;41;49;
2299;15/09/2020;02;03;19;40;44;60;
2300;17/09/2020;09;21;37;39;43;54;
2301;19/09/2020;17;18;35;36;47;52;
2302;23/09/2020;18;22;25;27;43;44;
2303;26/09/2020;03;07;17;20;48;50;
2304;30/09/2020;12;21;29;54;56;57;
2305;03/10/2020;07;16;22;38;55;57;
2306;07/10/2020;03;19;28;33;57;58;
2307;10/10/2020;16;33;38;46;53;55;
2308;14/10/2020;09;13;26;38;58;60;
2309;17/10/2020;09;11;29;30;33;60;
2310;20/10/2020;13;17;28;29;42;53;
2311;22/10/2020;03;05;09;35;43;60;
2312;24/10/2020;03;27;39;46;47;60;
2313;28/10/2020;03;20;26;45;49;58;
2314;31/10/2020;06;07;28;42;45;49;
2315;04/11/2020;01;10;17;26;30;53;
2316;07/11/2020;02;11;43;49;52;56;
2317;11/11/2020;03;08;30;33;35;48;
2318;14/11/2020;28;44;52;54;58;60;
2319;18/11/2020;06;17;25;35;40;49;
2320;21/11/2020;06;30;35;39;42;48;
2321;25/11/2020;14;25;28;41;43;46;
2322;28/11/2020;02;05;10;29;34;41;
2323;02/12/2020;20;27;35;39;50;59;
2324;05/12/2020;02;16;19;31;43;60;
2325;08/12/2020;33;34;37;46;52;60;
2326;10/12/2020;10;16;27;34;36;57;
2327;12/12/2020;30;37;45;54;57;58;
2328;16/12/2020;08;11;14;39;48;53;
2329;19/12/2020;12;14;28;42;45;55;
2330;31/12/2020;17;20;22;35;41;42;
2331;02/01/2021;11;13;16;36;53;57;
2332;06/01/2021;12;33;35;36;44;52;
2333;09/01/2021;09;16;31;41;53;55;
2334;13/01/2021;04;13;20;22;25;60;
2335;16/01/2021;09;18;23;42;47;49;
2336;20/01/2021;08;10;20;27;28;50;
2337;23/01/2021;02;09;34;49;51;55;
2338;26/01/2021;08;21;23;34;42;47;
2339;28/01/2021;04;18;29;47;48;59;
2340;30/01/2021;16;21;28;41;49;51;
2341;03/02/2021;04;09;31;32;42;46;
2342;06/02/2021;17;20;24;27;40;60;
2343;10/02/2021;04;31;42;45;49;56;
2344;13/02/2021;11;17;25;38;52;57;
2345;17/02/2021;07;16;19;22;28;55;
2346;20/02/2021;03;04;11;40;42;58;
2347;24/02/2021;08;09;17;30;58;60;
2348;27/02/2021;02;03;07;48;51;54;
2349;03/03/2021;05;10;25;32;49;54;
2350;06/03/2021;25;28;29;34;41;45;
2351;10/03/2021;19;22;35;41;47;49;
2352;13/03/2021;09;17;38;41;49;55;
2353;17/03/2021;03;19;34;41;48;53;
2354;20/03/2021;06;18;25;30;42;54;
2355;24/03/2021;07;30;31;41;50;56;
2356;27/03/2021;03;10;25;36;51;58;
2357;31/03/2021;19;28;30;34;40;51;
2358;03/04/2021;05;09;11;16;43;57;
2359;06/04/2021;31;32;39;42;43;51;
2360;08/04/2021;10;15;21;24;29;45;
2361;10/04/2021;14;21;22;29;35;46;
2362;14/04/2021;03;20;22;32;35;50;
2363;17/04/2021;06;14;24;34;39;58;
2364;22/04/2021;20;33;42;44;51;56;
2365;24/04/2021;01;17;28;37;44;50;
2366;28/04/2021;04;27;33;35;38;41;
2367;30/04/2021;05;23;29;34;53;60;
2368;04/05/2021;04;07;13;25;36;58;
2369;06/05/2021;04;09;17;19;37;60;
2370;08/05/2021;07;31;37;42;44;56;
2371;12/05/2021;04;15;30;36;39;48;
2372;15/05/2021;03;19;25;44;46;57;
2373;19/05/2021;23;24;26;44;49;60;
2374;22/05/2021;12;13;25;37;39;41;
2375;26/05/2021;02;06;44;46;53;58;
2376;29/05/2021;12;14;17;18;19;22;
2377;02/06/2021;05;18;29;35;43;44;
2378;05/06/2021;11;37;38;41;49;54;
2379;09/06/2021;02;08;26;32;46;56;
2380;12/06/2021;11;16;20;24;39;53;
2381;16/06/2021;07;23;32;41;42;47;
2382;19/06/2021;06;09;19;38;53;55;
2383;23/06/2021;13;15;16;20;40;41;
2384;26/06/2021;09;13;22;25;26;31;
2385;29/06/2021;12;24;32;37;43;60;
2386;01/07/2021;11;13;16;35;49;50;
2387;03/07/2021;08;26;30;31;38;48;
2388;07/07/2021;08;30;33;37;45;48;
2389;10/07/2021;16;30;37;39;40;51;
2390;14/07/2021;09;13;20;22;32;56;
2391;17/07/2021;05;08;13;27;36;50;
2392;21/07/2021;11;15;23;25;34;53;
2393;24/07/2021;26;27;28;32;38;51;
2394;28/07/2021;05;16;25;36;42;44;
2395;31/07/2021;04;11;12;44;45;57;
2396;04/08/2021;02;03;25;39;42;49;
2397;07/08/2021;06;14;20;39;46;48;
2398;10/08/2021;08;17;30;36;54;59;
2399;12/08/2021;27;35;42;44;51;52;
2400;14/08/2021;09;21;25;26;36;53;
2401;18/08/2021;08;11;13;33;38;48;
2402;21/08/2021;06;22;25;29;30;60;
2403;25/08/2021;10;12;14;32;33;34;
2404;28/08/2021;01;19;35;40;47;54;
2405;01/09/2021;21;38;48;49;53;59;
2406;04/09/2021;08;12;29;43;54;60;
2407;08/09/2021;13;17;31;43;54;55;
2408;11/09/2021;04;29;30;38;43;57;
2409;15/09/2021;02;29;39;49;52;58;
2410;18/09/2021;07;10;27;35;43;59;
2411;22/09/2021;07;26;29;34;43;44;
2412;25/09/2021;09;16;34;36;49;60;
2413;28/09/2021;03;22;37;40;41;48;
2414;30/09/2021;04;05;06;14;29;38;
2415;02/10/2021;10;12;26;29;35;60;
2416;06/10/2021;06;07;11;26;37;57;
2417;09/10/2021;03;07;10;11;27;46;
2418;13/10/2021;02;11;19;27;57;60;
2419;16/10/2021;10;35;43;48;50;53;
2420;19/10/2021;05;08;29;39;44;60;
2421;21/10/2021;02;03;32;35;48;57;
2422;23/10/2021;02;07;10;20;30;46;
2423;27/10/2021;16;18;38;48;51;60;
2424;30/10/2021;03;16;17;37;38;53;
2425;03/11/2021;10;31;38;46;49;54;
2426;06/11/2021;05;11;24;27;32;57;
2427;10/11/2021;03;19;25;37;44;56;
2428;13/11/2021;03;09;25;28;29;39;
2429;17/11/2021;11;37;53;55;56;60;
2430;20/11/2021;19;26;39;45;46;56;
2431;24/11/2021;08;11;22;25;26;36;
2432;27/11/2021;07;29;38;40;44;52;
2433;01/12/2021;08;09;32;52;53;57;
2434;04/12/2021;01;02;14;28;40;51;
2435;07/12/2021;05;22;30;32;33;36;
2436;09/12/2021;05;15;28;32;38;54;
2437;11/12/2021;01;19;41;46;48;55;
2438;15/12/2021;04;11;19;25;37;55;
2439;18/12/2021;02;08;34;38;47;51;
2440;31/12/2021;12;15;23;32;33;46;
2441;05/01/2022;09;41;42;46;47;54;
2442;08/01/2022;02;07;09;25;41;49;
2443;12/01/2022;01;05;12;13;17;31;
2444;15/01/2022;15;17;20;35;37;43;
2445;19/01/2022;11;25;32;37;47;56;
2446;22/01/2022;01;13;27;41;51;58;
2447;25/01/2022;13;19;29;42;49;52;
2448;27/01/2022;18;30;32;35;40;48;
2449;29/01/2022;14;20;21;31;49;52;
2450;02/02/2022;02;06;11;15;17;39;
2451;05/02/2022;13;26;31;46;51;60;
2452;09/02/2022;08;10;51;56;57;58;
2453;12/02/2022;10;14;15;24;34;44;
2454;16/02/2022;09;14;22;24;44;47;
2455;19/02/2022;21;38;50;53;56;59;
2456;22/02/2022;28;34;40;41;52;55;
2457;24/02/2022;10;19;46;47;49;50;
2458;26/02/2022;15;40;44;45;47;51;
2459;03/03/2022;15;24;33;49;53;59;
2460;05/03/2022;16;17;18;28;35;47;
2461;09/03/2022;08;11;16;21;32;37;
2462;12/03/2022;03;16;23;41;45;57;
2463;16/03/2022;11;16;31;37;42;51;
2464;19/03/2022;02;07;24;43;52;56;
2465;23/03/2022;03;08;23;29;53;54;
2466;26/03/2022;02;03;13;20;53;54;
2467;30/03/2022;01;10;19;34;35;45;
2468;02/04/2022;22;35;41;42;53;57;
2469;06/04/2022;05;28;30;38;52;55;
2470;09/04/2022;08;33;40;42;48;51;
2471;13/04/2022;08;23;29;30;36;55;
2472;16/04/2022;05;13;18;23;35;36;
2473;20/04/2022;15;18;28;42;55;60;
2474;23/04/2022;22;30;38;39;49;56;
2475;26/04/2022;01;40;44;45;58;60;
2476;28/04/2022;02;07;32;46;49;55;
2477;30/04/2022;20;33;37;38;49;50;
2478;04/05/2022;02;17;23;28;39;46;
2479;07/05/2022;10;15;17;20;21;35;
2480;11/05/2022;04;06;09;31;50;56;
2481;14/05/2022;01;08;21;27;36;37;
2482;18/05/2022;01;32;35;44;45;57;
2483;21/05/2022;20;34;38;40;49;54;
2484;25/05/2022;11;14;36;41;54;59;
2485;28/05/2022;05;12;32;38;47;60;
2486;31/05/2022;08;09;17;19;33;56;
2487;02/06/2022;23;36;42;48;54;58;
2488;04/06/2022;17;31;34;40;56;57;
2489;08/06/2022;03;10;13;25;41;42;
2490;11/06/2022;11;16;17;41;46;59;
2491;15/06/2022;22;29;38;43;48;53;
2492;18/06/2022;10;30;31;33;42;52;
2493;22/06/2022;04;09;37;43;44;56;
2494;25/06/2022;01;04;10;22;53;54;
2495;28/06/2022;08;12;14;30;33;41;
2496;30/06/2022;07;26;31;38;46;58;
2497;02/07/2022;05;14;23;46;48;52;
2498;06/07/2022;09;12;26;29;46;47;
2499;09/07/2022;11;19;38;47;56;59;
2500;13/07/2022;05;16;25;32;39;55;
2501;16/07/2022;11;27;32;40;58;59;
2502;20/07/2022;16;20;21;39;44;55;
2503;23/07/2022;03;14;16;38;43;45;
2504;27/07/2022;14;33;41;42;44;55;
2505;30/07/2022;03;05;19;26;43;51;
2506;02/08/2022;21;22;29;34;40;44;
2507;04/08/2022;04;06;12;34;35;53;
2508;06/08/2022;41;45;48;51;53;58;
2509;10/08/2022;08;37;39;50;59;60;
2510;13/08/2022;08;13;25;32;44;57;
2511;17/08/2022;04;10;15;39;41;49;
2512;20/08/2022;07;10;34;47;49;52;
2513;24/08/2022;13;19;21;35;46;50;
2514;27/08/2022;05;15;24;34;45;52;
2515;31/08/2022;03;12;19;41;45;54;
2516;03/09/2022;08;17;49;51;52;53;
2517;08/09/2022;01;05;06;16;22;39;
2518;10/09/2022;03;22;23;44;53;60;
2519;13/09/2022;03;08;20;36;38;57;
2520;15/09/2022;02;17;22;41;58;60;
2521;17/09/2022;23;28;33;38;55;59;
2522;21/09/2022;04;05;25;32;39;40;
2523;24/09/2022;01;10;27;36;37;45;
2524;28/09/2022;03;20;22;37;41;43;
2525;01/10/2022;04;13;21;26;47;51;
2526;05/10/2022;02;16;24;38;43;59;
2527;08/10/2022;08;19;29;38;48;56;
2528;13/10/2022;04;15;22;53;56;60;
2529;15/10/2022;03;05;32;56;57;59;
2530;18/10/2022;14;17;18;28;30;44;
2531;20/10/2022;01;05;18;49;55;56;
2532;22/10/2022;10;14;17;18;23;30;
2533;26/10/2022;17;18;20;37;45;53;
2534;29/10/2022;28;36;39;44;56;60;
2535;03/11/2022;01;03;24;37;51;56;
2536;05/11/2022;09;22;27;30;33;45;
2537;09/11/2022;12;24;26;31;37;48;
2538;12/11/2022;06;15;19;20;33;52;
2539;16/11/2022;01;23;32;33;36;59;
2540;19/11/2022;02;08;28;34;41;49;
2541;22/11/2022;10;28;45;47;57;59;
2542;24/11/2022;12;20;22;25;26;55;
2543;26/11/2022;02;05;27;30;46;53;
2544;30/11/2022;25;38;45;53;55;56;
2545;03/12/2022;20;23;32;36;39;57;
2546;07/12/2022;03;23;28;34;38;48;
2547;10/12/2022;10;25;31;37;38;57;
2548;14/12/2022;09;15;23;25;29;30;
2549;17/12/2022;01;06;10;30;33;35;
2550;31/12/2022;04;05;10;34;58;59;
2551;04/01/2023;01;25;29;43;46;48;
2552;07/01/2023;05;24;25;33;38;41;
2553;10/01/2023;13;15;53;54;55;58;
2554;12/01/2023;19;25;43;44;48;49;
2555;14/01/2023;03;20;45;52;53;58;
2556;18/01/2023;02;06;10;14;34;56;
2557;21/01/2023;03;13;16;25;27;33;
2558;25/01/2023;02;10;18;25;34;44;
2559;28/01/2023;09;12;20;30;32;35;
2560;01/02/2023;04;05;17;20;48;52;
2561;04/02/2023;19;22;37;44;51;56;
2562;08/02/2023;06;12;32;44;51;57;
2563;11/02/2023;05;09;14;30;38;50;
2564;14/02/2023;07;08;14;19;32;45;
2565;16/02/2023;09;13;25;39;46;54;
2566;18/02/2023;11;23;45;53;57;59;
