Concurso;Data_concurso;Dezena_01;Dezena_02;Dezena_03;Dezena_04;Dezena_05;Dezena_06;
0607;16/10/2004;06;11;19;27;41;59;
0608;20/10/2004;06;13;19;24;30;37;
0609;23/10/2004;02;06;15;58;59;60;
0610;27/10/2004;25;30;43;45;47;49;
0611;30/10/2004;16;21;22;33;48;49;
0612;03/11/2004;15;18;33;50;53;55;
0613;06/11/2004;06;13;19;44;54;55;
0614;10/11/2004;12;16;31;48;57;60;
0615;13/11/2004;05;08;10;27;31;51;
0616;17/11/2004;02;12;16;24;26;54;
0617;20/11/2004;03;05;25;33;36;49;
0618;24/11/2004;03;08;10;13;24;60;
0619;27/11/2004;08;12;14;16;19;46;
0620;01/12/2004;01;03;13;22;29;32;
0621;04/12/2004;26;29;31;49;50;57;
0622;08/12/2004;19;27;29;38;50;59;
0623;11/12/2004;09;23;30;42;49;55;
0624;15/12/2004;08;23;34;39;43;52;
0625;18/12/2004;12;24;32;40;42;59;
0626;22/12/2004;07;08;18;22;39;49;
0627;29/12/2004;01;13;19;45;56;58;
0628;05/01/2005;08;16;22;30;56;58;
0629;08/01/2005;15;16;39;40;47;51;
0630;12/01/2005;12;16;20;45;53;60;
0631;15/01/2005;01;20;28;32;44;47;
0632;19/01/2005;02;19;28;48;51;54;
0633;22/01/2005;05;11;22;27;46;50;
0634;26/01/2005;10;13;24;41;42;56;
0635;29/01/2005;08;20;26;37;42;49;
0636;02/02/2005;26;28;30;32;34;50;
0637;05/02/2005;11;18;43;48;52;58;
0638;12/02/2005;10;11;36;41;42;50;
0639;16/02/2005;13;35;39;45;51;60;
0640;19/02/2005;12;19;42;46;59;60;
0641;23/02/2005;01;09;13;17;33;34;
0642;26/02/2005;17;36;40;44;51;56;
0643;02/03/2005;14;24;37;40;42;45;
0644;05/03/2005;14;27;29;31;34;57;
0645;09/03/2005;03;24;48;52;53;54;
0646;12/03/2005;10;13;32;47;49;60;
0647;16/03/2005;11;12;14;19;54;56;
0648;19/03/2005;05;23;29;42;45;48;
0649;23/03/2005;09;24;33;41;48;54;
0650;26/03/2005;10;24;25;29;53;59;
0651;30/03/2005;26;28;39;45;48;60;
0652;02/04/2005;10;18;20;24;56;57;
0653;06/04/2005;05;09;19;24;31;34;
0654;09/04/2005;06;10;11;40;41;56;
0655;13/04/2005;01;26;37;39;43;48;
0656;16/04/2005;35;36;37;46;51;59;
0657;20/04/2005;16;20;33;58;59;60;
0658;23/04/2005;03;06;11;20;36;41;
0659;27/04/2005;14;29;34;40;51;52;
0660;30/04/2005;05;11;38;46;53;54;
0661;04/05/2005;04;27;36;40;42;55;
0662;07/05/2005;04;18;23;25;56;60;
0663;11/05/2005;01;27;30;49;51;55;
0664;14/05/2005;01;12;36;38;55;59;
0665;18/05/2005;07;08;18;25;47;48;
0666;21/05/2005;07;16;26;29;45;55;
0667;25/05/2005;01;04;05;16;23;49;
0668;28/05/2005;01;02;14;33;49;56;
0669;01/06/2005;07;24;27;40;41;49;
0670;04/06/2005;22;37;42;48;58;59;
0671;08/06/2005;09;16;27;38;39;51;
0672;11/06/2005;24;28;34;38;43;53;
0673;15/06/2005;06;11;20;34;37;40;
0674;18/06/2005;18;22;29;32;38;42;
0675;22/06/2005;24;25;30;42;43;50;
0676;25/06/2005;09;15;32;41;42;49;
0677;29/06/2005;08;10;25;32;48;55;
0678;02/07/2005;14;31;40;42;44;46;
0679;06/07/2005;03;21;25;37;54;58;
0680;09/07/2005;02;03;05;22;26;44;
0681;13/07/2005;21;25;38;53;58;59;
0682;16/07/2005;04;27;36;37;47;60;
0683;20/07/2005;02;11;12;35;40;43;
0684;23/07/2005;17;19;33;37;40;50;
0685;27/07/2005;05;12;27;33;43;56;
0686;30/07/2005;04;05;15;26;33;54;
0687;03/08/2005;01;07;14;41;48;59;
0688;06/08/2005;11;21;30;35;47;52;
0689;10/08/2005;06;07;31;49;51;60;
0690;13/08/2005;08;12;15;41;47;53;
0691;17/08/2005;08;16;37;50;55;58;
0692;20/08/2005;11;18;33;57;58;60;
0693;24/08/2005;13;14;17;31;41;50;
0694;27/08/2005;15;19;29;37;41;53;
0695;31/08/2005;06;11;13;21;40;52;
0696;03/09/2005;09;16;34;37;53;57;
0697;10/09/2005;28;31;32;35;51;53;
0698;14/09/2005;08;12;22;27;43;55;
0699;19/09/2005;17;23;48;50;53;54;
0700;21/09/2005;02;03;14;24;31;40;
0701;24/09/2005;01;13;23;31;48;60;
0702;28/09/2005;01;18;45;56;57;58;
0703;01/10/2005;02;11;24;27;30;45;
0704;05/10/2005;02;04;18;27;34;50;
0705;08/10/2005;03;11;13;15;26;43;
0706;15/10/2005;02;07;10;17;22;60;
0707;19/10/2005;01;08;10;36;43;51;
0708;22/10/2005;07;09;13;39;45;47;
0709;26/10/2005;04;06;09;22;29;44;
0710;29/10/2005;05;25;34;39;46;49;
0711;05/11/2005;05;10;33;40;41;59;
0712;09/11/2005;07;08;35;43;53;58;
0713;12/11/2005;01;12;16;26;46;54;
0714;16/11/2005;07;08;17;35;39;53;
0715;19/11/2005;04;12;24;33;36;54;
0716;23/11/2005;02;07;16;29;32;50;
0717;26/11/2005;06;17;23;28;35;41;
0718;30/11/2005;07;21;33;35;39;58;
0719;03/12/2005;03;32;37;39;47;53;
0720;07/12/2005;12;31;44;51;54;56;
0721;10/12/2005;03;14;23;25;36;55;
0722;14/12/2005;09;18;36;44;57;60;
0723;17/12/2005;01;06;16;36;50;52;
0724;21/12/2005;17;27;34;48;51;55;
0725;31/12/2005;03;09;35;37;41;49;
0726;04/01/2006;01;05;07;37;40;47;
0727;07/01/2006;04;12;14;30;42;59;
0728;11/01/2006;08;13;24;32;42;44;
0729;14/01/2006;05;18;33;43;56;57;
0730;18/01/2006;02;15;16;45;50;54;
0731;21/01/2006;06;15;16;23;28;35;
0732;25/01/2006;06;17;19;49;50;53;
0733;28/01/2006;02;12;26;31;43;46;
0734;01/02/2006;27;29;43;44;45;54;
0735;04/02/2006;09;15;38;40;42;52;
0736;08/02/2006;01;21;38;41;49;56;
0737;11/02/2006;11;12;24;32;33;38;
0738;15/02/2006;14;15;26;30;42;54;
0739;18/02/2006;06;10;35;45;49;56;
0740;22/02/2006;12;16;28;29;47;50;
0741;25/02/2006;24;26;27;36;39;59;
0742;01/03/2006;02;07;17;34;41;50;
0743;04/03/2006;20;23;25;32;54;60;
0744;08/03/2006;04;12;23;26;39;46;
0745;11/03/2006;02;16;21;37;43;57;
0746;15/03/2006;01;10;12;25;49;57;
0747;18/03/2006;02;03;12;21;23;56;
0748;22/03/2006;01;02;07;19;35;51;
0749;25/03/2006;04;24;47;48;50;57;
0750;29/03/2006;10;17;33;42;54;58;
0751;01/04/2006;04;07;20;25;38;50;
0752;05/04/2006;04;23;24;25;29;42;
0753;08/04/2006;02;07;22;35;43;59;
0754;12/04/2006;03;04;13;34;42;50;
0755;15/04/2006;04;12;30;47;49;59;
0756;19/04/2006;05;27;37;38;41;50;
0757;22/04/2006;12;17;18;30;32;58;
0758;26/04/2006;01;23;36;43;47;59;
0759;29/04/2006;30;31;39;45;48;59;
0760;03/05/2006;12;17;44;45;46;60;
0761;06/05/2006;13;17;27;29;40;56;
0762;10/05/2006;09;12;21;37;39;54;
0763;13/05/2006;01;09;26;40;47;48;
0764;18/05/2006;03;07;45;47;53;55;
0765;21/05/2006;03;10;16;30;37;50;
0766;24/05/2006;01;19;24;42;50;58;
0767;27/05/2006;15;22;32;38;50;54;
0768;31/05/2006;04;08;30;33;37;59;
0769;03/06/2006;12;16;20;21;29;50;
0770;07/06/2006;04;12;25;34;35;48;
0771;10/06/2006;14;21;29;34;46;47;
0772;14/06/2006;10;35;38;51;52;60;
0773;17/06/2006;03;05;14;29;34;51;
0774;21/06/2006;05;10;37;46;54;58;
0775;24/06/2006;12;27;42;46;47;50;
0776;28/06/2006;03;15;35;41;57;60;
0777;01/07/2006;02;14;23;28;50;56;
0778;05/07/2006;20;31;36;37;45;51;
0779;08/07/2006;25;26;29;36;52;54;
0780;12/07/2006;07;10;28;50;51;59;
0781;15/07/2006;08;10;13;39;54;56;
0782;19/07/2006;02;11;23;35;42;59;
0783;22/07/2006;04;08;21;32;43;48;
0784;26/07/2006;08;27;37;42;53;56;
0785;29/07/2006;05;08;17;35;37;48;
0786;02/08/2006;10;11;26;27;31;41;
0787;05/08/2006;20;31;34;37;54;60;
0788;09/08/2006;17;19;29;31;44;57;
0789;12/08/2006;06;31;38;39;50;60;
0790;16/08/2006;02;06;19;22;28;43;
0791;19/08/2006;09;14;19;35;42;58;
0792;23/08/2006;09;29;34;43;45;56;
0793;26/08/2006;03;15;16;33;51;57;
0794;30/08/2006;03;38;42;47;55;56;
0795;02/09/2006;14;21;26;29;36;48;
0796;06/09/2006;05;19;24;34;39;43;
0797;09/09/2006;06;12;47;48;52;58;
0798;13/09/2006;03;04;09;29;32;52;
0799;16/09/2006;19;29;35;42;55;57;
0800;20/09/2006;01;07;11;37;38;56;
0801;23/09/2006;11;19;20;22;42;48;
0802;27/09/2006;06;14;18;24;48;60;
0803;30/09/2006;03;05;10;21;28;57;
0804;04/10/2006;03;13;37;47;56;59;
0805;07/10/2006;02;30;36;43;48;60;
0806;12/10/2006;18;26;35;41;47;60;
0807;14/10/2006;02;08;27;32;49;56;
0808;18/10/2006;02;15;21;31;46;57;
0809;21/10/2006;05;11;15;23;25;30;
0810;25/10/2006;01;04;05;33;37;48;
0811;28/10/2006;10;28;32;41;47;57;
0812;01/11/2006;11;13;38;39;54;57;
0813;04/11/2006;09;15;23;45;46;56;
0814;08/11/2006;02;08;11;41;46;50;
0815;11/11/2006;09;19;37;39;50;57;
0816;16/11/2006;20;21;30;40;47;52;
0817;18/11/2006;10;29;30;34;43;52;
0818;22/11/2006;08;09;22;25;41;44;
0819;25/11/2006;05;19;25;46;51;58;
0820;29/11/2006;10;17;21;32;45;46;
0821;02/12/2006;04;29;33;36;38;42;
0822;06/12/2006;04;10;17;27;41;52;
0823;09/12/2006;01;15;26;51;54;59;
0824;13/12/2006;06;07;09;20;33;48;
0825;16/12/2006;10;21;28;40;41;47;
0826;19/12/2006;06;07;08;27;45;53;
0827;21/12/2006;18;24;30;42;51;56;
0828;23/12/2006;23;28;38;42;50;53;
0829;31/12/2006;10;14;32;47;50;56;
0830;03/01/2007;02;13;41;49;51;53;
0831;06/01/2007;03;32;33;42;48;50;
0832;10/01/2007;15;17;23;33;39;49;
0833;13/01/2007;13;16;46;53;57;58;
0834;17/01/2007;10;16;17;34;44;51;
0835;20/01/2007;18;31;33;49;57;58;
0836;24/01/2007;17;22;28;38;52;59;
0837;27/01/2007;05;06;16;24;34;60;
0838;31/01/2007;09;23;30;38;44;47;
0839;03/02/2007;07;08;11;18;37;43;
0840;07/02/2007;17;29;31;35;43;59;
0841;10/02/2007;07;22;32;36;38;51;
0842;14/02/2007;07;09;30;44;51;60;
0843;17/02/2007;01;16;34;36;45;48;
0844;24/02/2007;16;24;34;44;54;57;
0845;28/02/2007;14;19;20;40;48;52;
0846;03/03/2007;02;03;44;47;50;54;
0847;07/03/2007;14;15;27;42;44;48;
0848;10/03/2007;17;27;32;34;47;56;
0849;14/03/2007;08;09;39;44;49;58;
0850;17/03/2007;07;22;25;44;59;60;
0851;21/03/2007;03;16;19;32;35;58;
0852;24/03/2007;06;14;23;34;38;44;
0853;28/03/2007;30;38;46;51;56;59;
0854;31/03/2007;03;17;24;25;27;44;
0855;04/04/2007;03;24;31;42;43;53;
